ref_date,year,month,geo,price_category,value,status,value_last_year,yoy_change
2015-02,2015,2,Alberta,Total (house and land),101.0,normal,98.7,2.3302938196555187
2015-03,2015,3,Alberta,Total (house and land),100.8,normal,99.1,1.7154389505549978
2015-04,2015,4,Alberta,Total (house and land),100.6,normal,99.3,1.3091641490433004
2015-05,2015,5,Alberta,Total (house and land),100.6,normal,99.9,0.7007007007006892
2015-06,2015,6,Alberta,Total (house and land),100.6,normal,100.0,0.5999999999999943
2015-07,2015,7,Alberta,Total (house and land),100.5,normal,100.1,0.39960039960040533
2015-08,2015,8,Alberta,Total (house and land),100.5,normal,100.5,0.0
2015-09,2015,9,Alberta,Total (house and land),100.5,normal,100.8,-0.29761904761904484
2015-10,2015,10,Alberta,Total (house and land),100.7,normal,100.8,-0.09920634920634357
2015-11,2015,11,Alberta,Total (house and land),100.7,normal,101.0,-0.29702970297029424
2015-12,2015,12,Alberta,Total (house and land),100.7,normal,101.1,-0.3956478733926721
2016-01,2016,1,Alberta,Total (house and land),100.7,normal,101.0,-0.29702970297029424
2016-02,2016,2,Alberta,Total (house and land),100.4,normal,101.0,-0.5940594059405885
2016-03,2016,3,Alberta,Total (house and land),100.4,normal,100.8,-0.39682539682538837
2016-04,2016,4,Alberta,Total (house and land),100.4,normal,100.6,-0.1988071570576428
2016-05,2016,5,Alberta,Total (house and land),100.5,normal,100.6,-0.0994035785288214
2016-06,2016,6,Alberta,Total (house and land),100.0,normal,100.6,-0.5964214711729565
2016-07,2016,7,Alberta,Total (house and land),100.1,normal,100.5,-0.39800995024876185
2016-08,2016,8,Alberta,Total (house and land),100.0,normal,100.5,-0.4975124378109453
2016-09,2016,9,Alberta,Total (house and land),99.8,normal,100.5,-0.6965174129353262
2016-10,2016,10,Alberta,Total (house and land),99.7,normal,100.7,-0.9930486593843099
2016-11,2016,11,Alberta,Total (house and land),99.8,normal,100.7,-0.8937437934458845
2016-12,2016,12,Alberta,Total (house and land),100.0,normal,100.7,-0.6951340615690197
2017-01,2017,1,Alberta,Total (house and land),100.0,normal,100.7,-0.6951340615690197
2017-02,2017,2,Alberta,Total (house and land),100.0,normal,100.4,-0.3984063745019977
2017-03,2017,3,Alberta,Total (house and land),100.0,normal,100.4,-0.3984063745019977
2017-04,2017,4,Alberta,Total (house and land),99.9,normal,100.4,-0.49800796812749004
2017-05,2017,5,Alberta,Total (house and land),99.7,normal,100.5,-0.7960199004975096
2017-06,2017,6,Alberta,Total (house and land),99.6,normal,100.0,-0.40000000000000563
2017-07,2017,7,Alberta,Total (house and land),100.1,normal,100.1,0.0
2017-08,2017,8,Alberta,Total (house and land),100.1,normal,100.0,0.09999999999999432
2017-09,2017,9,Alberta,Total (house and land),100.1,normal,99.8,0.3006012024048068
2017-10,2017,10,Alberta,Total (house and land),100.1,normal,99.7,0.4012036108324889
2017-11,2017,11,Alberta,Total (house and land),100.2,normal,99.8,0.4008016032064185
2017-12,2017,12,Alberta,Total (house and land),100.1,normal,100.0,0.09999999999999432
2018-01,2018,1,Alberta,Total (house and land),100.1,normal,100.0,0.09999999999999432
2018-02,2018,2,Alberta,Total (house and land),99.8,normal,100.0,-0.20000000000000281
2018-03,2018,3,Alberta,Total (house and land),99.6,normal,100.0,-0.40000000000000563
2018-04,2018,4,Alberta,Total (house and land),99.6,normal,99.9,-0.3003003003003117
2018-05,2018,5,Alberta,Total (house and land),99.6,normal,99.7,-0.10030090270813291
2018-06,2018,6,Alberta,Total (house and land),99.8,normal,99.6,0.20080321285140845
2018-07,2018,7,Alberta,Total (house and land),99.9,normal,100.1,-0.19980019980018843
2018-08,2018,8,Alberta,Total (house and land),99.4,normal,100.1,-0.6993006993006881
2018-09,2018,9,Alberta,Total (house and land),99.4,normal,100.1,-0.6993006993006881
2018-10,2018,10,Alberta,Total (house and land),99.3,normal,100.1,-0.7992007992007965
2018-11,2018,11,Alberta,Total (house and land),99.3,normal,100.2,-0.898203592814377
2018-12,2018,12,Alberta,Total (house and land),99.4,normal,100.1,-0.6993006993006881
2019-01,2019,1,Alberta,Total (house and land),99.3,normal,100.1,-0.7992007992007965
2019-02,2019,2,Alberta,Total (house and land),99.2,normal,99.8,-0.6012024048096136
2019-03,2019,3,Alberta,Total (house and land),99.1,normal,99.6,-0.5020080321285141
2019-04,2019,4,Alberta,Total (house and land),98.8,normal,99.6,-0.8032128514056196
2019-05,2019,5,Alberta,Total (house and land),98.6,normal,99.6,-1.0040160642570282
2019-06,2019,6,Alberta,Total (house and land),98.0,normal,99.8,-1.803607214428855
2019-07,2019,7,Alberta,Total (house and land),97.6,normal,99.9,-2.3023023023023135
2019-08,2019,8,Alberta,Total (house and land),97.7,normal,99.4,-1.710261569416502
2019-09,2019,9,Alberta,Total (house and land),97.7,normal,99.4,-1.710261569416502
2019-10,2019,10,Alberta,Total (house and land),97.5,normal,99.3,-1.812688821752263
2019-11,2019,11,Alberta,Total (house and land),97.0,normal,99.3,-2.3162134944612256
2019-12,2019,12,Alberta,Total (house and land),97.2,normal,99.4,-2.213279678068413
2020-01,2020,1,Alberta,Total (house and land),97.2,normal,99.3,-2.114803625377638
2020-02,2020,2,Alberta,Total (house and land),97.4,normal,99.2,-1.8145161290322551
2020-03,2020,3,Alberta,Total (house and land),97.4,normal,99.1,-1.7154389505549836
2020-04,2020,4,Alberta,Total (house and land),97.2,normal,98.8,-1.6194331983805612
2020-05,2020,5,Alberta,Total (house and land),97.2,normal,98.6,-1.4198782961460361
2020-06,2020,6,Alberta,Total (house and land),97.1,normal,98.0,-0.9183673469387813
2020-07,2020,7,Alberta,Total (house and land),96.7,normal,97.6,-0.9221311475409749
2020-08,2020,8,Alberta,Total (house and land),96.7,normal,97.7,-1.0235414534288638
2020-09,2020,9,Alberta,Total (house and land),97.1,normal,97.7,-0.614124872057327
2020-10,2020,10,Alberta,Total (house and land),97.4,normal,97.5,-0.10256410256409673
2020-11,2020,11,Alberta,Total (house and land),97.8,normal,97.0,0.8247422680412342
2020-12,2020,12,Alberta,Total (house and land),97.7,normal,97.2,0.51440329218107
2021-01,2021,1,Alberta,Total (house and land),98.0,normal,97.2,0.8230452674897091
2021-02,2021,2,Alberta,Total (house and land),98.8,normal,97.4,1.4373716632443443
2021-03,2021,3,Alberta,Total (house and land),99.5,normal,97.4,2.156057494866524
2021-04,2021,4,Alberta,Total (house and land),101.0,normal,97.2,3.9094650205761283
2021-05,2021,5,Alberta,Total (house and land),104.1,normal,97.2,7.098765432098757
2021-06,2021,6,Alberta,Total (house and land),106.2,normal,97.1,9.37178166838312
2021-07,2021,7,Alberta,Total (house and land),106.6,normal,96.7,10.237849017580135
2021-08,2021,8,Alberta,Total (house and land),106.5,normal,96.7,10.134436401240949
2021-09,2021,9,Alberta,Total (house and land),106.4,normal,97.1,9.57775489186407
2021-10,2021,10,Alberta,Total (house and land),106.4,normal,97.4,9.240246406570842
2021-11,2021,11,Alberta,Total (house and land),106.4,normal,97.8,8.793456032719845
2021-12,2021,12,Alberta,Total (house and land),106.8,normal,97.7,9.314227226202656
2022-01,2022,1,Alberta,Total (house and land),108.6,normal,98.0,10.816326530612239
2022-02,2022,2,Alberta,Total (house and land),112.2,normal,98.8,13.562753036437252
2022-03,2022,3,Alberta,Total (house and land),115.5,normal,99.5,16.08040201005025
2022-04,2022,4,Alberta,Total (house and land),116.7,normal,101.0,15.544554455445548
2022-05,2022,5,Alberta,Total (house and land),118.3,normal,104.1,13.64073006724304
2022-06,2022,6,Alberta,Total (house and land),118.4,normal,106.2,11.487758945386066
2022-07,2022,7,Alberta,Total (house and land),118.0,normal,106.6,10.694183864915578
2022-08,2022,8,Alberta,Total (house and land),118.2,normal,106.5,10.985915492957748
2022-09,2022,9,Alberta,Total (house and land),118.0,normal,106.4,10.902255639097739
2022-10,2022,10,Alberta,Total (house and land),117.7,normal,106.4,10.620300751879697
2022-11,2022,11,Alberta,Total (house and land),117.5,normal,106.4,10.432330827067664
2022-12,2022,12,Alberta,Total (house and land),117.4,normal,106.8,9.92509363295881
2023-01,2023,1,Alberta,Total (house and land),117.3,normal,108.6,8.011049723756908
2023-02,2023,2,Alberta,Total (house and land),116.9,normal,112.2,4.188948306595368
2023-03,2023,3,Alberta,Total (house and land),117.1,normal,115.5,1.3852813852813803
2023-04,2023,4,Alberta,Total (house and land),117.0,normal,116.7,0.25706940874035744
2023-05,2023,5,Alberta,Total (house and land),117.4,normal,118.3,-0.7607776838545998
2023-06,2023,6,Alberta,Total (house and land),117.4,normal,118.4,-0.8445945945945945
2023-07,2023,7,Alberta,Total (house and land),117.6,normal,118.0,-0.33898305084746244
2023-08,2023,8,Alberta,Total (house and land),118.1,normal,118.2,-0.08460236886633546
2023-09,2023,9,Alberta,Total (house and land),117.9,normal,118.0,-0.08474576271185959
2023-10,2023,10,Alberta,Total (house and land),117.9,normal,117.7,0.16992353440951813
2023-11,2023,11,Alberta,Total (house and land),117.6,normal,117.5,0.08510638297871857
2023-12,2023,12,Alberta,Total (house and land),117.8,normal,117.4,0.340715502555359
2024-01,2024,1,Alberta,Total (house and land),118.0,normal,117.3,0.5967604433077602
2024-02,2024,2,Alberta,Total (house and land),118.2,normal,116.9,1.1120615911035048
2024-03,2024,3,Alberta,Total (house and land),118.6,normal,117.1,1.2809564474807857
2024-04,2024,4,Alberta,Total (house and land),119.7,normal,117.0,2.30769230769231
2024-05,2024,5,Alberta,Total (house and land),120.6,normal,117.4,2.7257240204429203
2024-06,2024,6,Alberta,Total (house and land),121.2,normal,117.4,3.236797274275977
2024-07,2024,7,Alberta,Total (house and land),122.2,normal,117.6,3.9115646258503474
2024-08,2024,8,Alberta,Total (house and land),121.9,normal,118.1,3.2176121930567416
2024-09,2024,9,Alberta,Total (house and land),122.1,normal,117.9,3.5623409669211097
2024-10,2024,10,Alberta,Total (house and land),122.2,normal,117.9,3.6471586089906674
1987-01,1987,1,Atlantic Region,Total (house and land),52.1,normal,51.0,2.1568627450980418
1987-02,1987,2,Atlantic Region,Total (house and land),53.1,normal,51.3,3.50877192982457
1987-03,1987,3,Atlantic Region,Total (house and land),53.2,normal,51.3,3.7037037037037153
1987-04,1987,4,Atlantic Region,Total (house and land),53.2,normal,51.5,3.300970873786413
1987-05,1987,5,Atlantic Region,Total (house and land),53.7,normal,51.5,4.27184466019418
1987-06,1987,6,Atlantic Region,Total (house and land),53.9,normal,51.6,4.457364341085265
1987-07,1987,7,Atlantic Region,Total (house and land),53.9,normal,51.7,4.255319148936162
1987-08,1987,8,Atlantic Region,Total (house and land),54.0,normal,51.8,4.247104247104253
1987-09,1987,9,Atlantic Region,Total (house and land),54.1,normal,51.8,4.440154440154449
1987-10,1987,10,Atlantic Region,Total (house and land),54.2,normal,51.9,4.431599229287099
1987-11,1987,11,Atlantic Region,Total (house and land),54.5,normal,52.1,4.606525911708251
1987-12,1987,12,Atlantic Region,Total (house and land),54.5,normal,52.1,4.606525911708251
1988-01,1988,1,Atlantic Region,Total (house and land),54.5,normal,52.1,4.606525911708251
1988-02,1988,2,Atlantic Region,Total (house and land),54.7,normal,53.1,3.013182674199626
1988-03,1988,3,Atlantic Region,Total (house and land),54.8,normal,53.2,3.0075187969924704
1988-04,1988,4,Atlantic Region,Total (house and land),55.2,normal,53.2,3.7593984962406015
1988-05,1988,5,Atlantic Region,Total (house and land),55.3,normal,53.7,2.979515828677829
1988-06,1988,6,Atlantic Region,Total (house and land),55.5,normal,53.9,2.968460111317257
1988-07,1988,7,Atlantic Region,Total (house and land),55.5,normal,53.9,2.968460111317257
1988-08,1988,8,Atlantic Region,Total (house and land),55.6,normal,54.0,2.9629629629629655
1988-09,1988,9,Atlantic Region,Total (house and land),56.0,normal,54.1,3.5120147874306813
1988-10,1988,10,Atlantic Region,Total (house and land),56.1,normal,54.2,3.5055350553505504
1988-11,1988,11,Atlantic Region,Total (house and land),56.2,normal,54.5,3.119266055045877
1988-12,1988,12,Atlantic Region,Total (house and land),56.2,normal,54.5,3.119266055045877
1989-01,1989,1,Atlantic Region,Total (house and land),56.4,normal,54.5,3.486238532110089
1989-02,1989,2,Atlantic Region,Total (house and land),57.0,normal,54.7,4.204753199268733
1989-03,1989,3,Atlantic Region,Total (house and land),57.0,normal,54.8,4.0145985401459905
1989-04,1989,4,Atlantic Region,Total (house and land),57.0,normal,55.2,3.260869565217386
1989-05,1989,5,Atlantic Region,Total (house and land),57.1,normal,55.3,3.2549728752260476
1989-06,1989,6,Atlantic Region,Total (house and land),57.1,normal,55.5,2.8828828828828854
1989-07,1989,7,Atlantic Region,Total (house and land),57.1,normal,55.5,2.8828828828828854
1989-08,1989,8,Atlantic Region,Total (house and land),57.1,normal,55.6,2.697841726618705
1989-09,1989,9,Atlantic Region,Total (house and land),57.5,normal,56.0,2.6785714285714284
1989-10,1989,10,Atlantic Region,Total (house and land),57.5,normal,56.1,2.4955436720142576
1989-11,1989,11,Atlantic Region,Total (house and land),57.5,normal,56.2,2.313167259786472
1989-12,1989,12,Atlantic Region,Total (house and land),57.5,normal,56.2,2.313167259786472
1990-01,1990,1,Atlantic Region,Total (house and land),57.4,normal,56.4,1.773049645390071
1990-02,1990,2,Atlantic Region,Total (house and land),57.6,normal,57.0,1.052631578947371
1990-03,1990,3,Atlantic Region,Total (house and land),57.6,normal,57.0,1.052631578947371
1990-04,1990,4,Atlantic Region,Total (house and land),57.6,normal,57.0,1.052631578947371
1990-05,1990,5,Atlantic Region,Total (house and land),57.7,normal,57.1,1.0507880910683036
1990-06,1990,6,Atlantic Region,Total (house and land),57.7,normal,57.1,1.0507880910683036
1990-07,1990,7,Atlantic Region,Total (house and land),58.0,normal,57.1,1.5761821366024493
1990-08,1990,8,Atlantic Region,Total (house and land),58.0,normal,57.1,1.5761821366024493
1990-09,1990,9,Atlantic Region,Total (house and land),58.2,normal,57.5,1.217391304347831
1990-10,1990,10,Atlantic Region,Total (house and land),58.2,normal,57.5,1.217391304347831
1990-11,1990,11,Atlantic Region,Total (house and land),58.0,normal,57.5,0.8695652173913043
1990-12,1990,12,Atlantic Region,Total (house and land),58.0,normal,57.5,0.8695652173913043
1991-01,1991,1,Atlantic Region,Total (house and land),58.0,normal,57.4,1.0452961672473893
1991-02,1991,2,Atlantic Region,Total (house and land),59.0,normal,57.6,2.430555555555553
1991-03,1991,3,Atlantic Region,Total (house and land),59.2,normal,57.6,2.77777777777778
1991-04,1991,4,Atlantic Region,Total (house and land),59.1,normal,57.6,2.6041666666666665
1991-05,1991,5,Atlantic Region,Total (house and land),59.1,normal,57.7,2.4263431542460983
1991-06,1991,6,Atlantic Region,Total (house and land),59.1,normal,57.7,2.4263431542460983
1991-07,1991,7,Atlantic Region,Total (house and land),59.1,normal,58.0,1.8965517241379335
1991-08,1991,8,Atlantic Region,Total (house and land),59.1,normal,58.0,1.8965517241379335
1991-09,1991,9,Atlantic Region,Total (house and land),59.2,normal,58.2,1.7182130584192439
1991-10,1991,10,Atlantic Region,Total (house and land),59.2,normal,58.2,1.7182130584192439
1991-11,1991,11,Atlantic Region,Total (house and land),59.2,normal,58.0,2.0689655172413843
1991-12,1991,12,Atlantic Region,Total (house and land),59.3,normal,58.0,2.2413793103448225
1992-01,1992,1,Atlantic Region,Total (house and land),59.2,normal,58.0,2.0689655172413843
1992-02,1992,2,Atlantic Region,Total (house and land),59.4,normal,59.0,0.6779661016949128
1992-03,1992,3,Atlantic Region,Total (house and land),59.5,normal,59.2,0.5067567567567519
1992-04,1992,4,Atlantic Region,Total (house and land),59.5,normal,59.1,0.6768189509306236
1992-05,1992,5,Atlantic Region,Total (house and land),59.8,normal,59.1,1.1844331641285883
1992-06,1992,6,Atlantic Region,Total (house and land),59.7,normal,59.1,1.0152284263959415
1992-07,1992,7,Atlantic Region,Total (house and land),59.7,normal,59.1,1.0152284263959415
1992-08,1992,8,Atlantic Region,Total (house and land),59.6,normal,59.1,0.8460236886632826
1992-09,1992,9,Atlantic Region,Total (house and land),59.8,normal,59.2,1.0135135135135038
1992-10,1992,10,Atlantic Region,Total (house and land),59.8,normal,59.2,1.0135135135135038
1992-11,1992,11,Atlantic Region,Total (house and land),59.9,normal,59.2,1.1824324324324251
1992-12,1992,12,Atlantic Region,Total (house and land),59.8,normal,59.3,0.8431703204047217
1993-01,1993,1,Atlantic Region,Total (house and land),59.8,normal,59.2,1.0135135135135038
1993-02,1993,2,Atlantic Region,Total (house and land),59.8,normal,59.4,0.673400673400671
1993-03,1993,3,Atlantic Region,Total (house and land),60.5,normal,59.5,1.680672268907563
1993-04,1993,4,Atlantic Region,Total (house and land),60.6,normal,59.5,1.8487394957983219
1993-05,1993,5,Atlantic Region,Total (house and land),60.8,normal,59.8,1.6722408026755853
1993-06,1993,6,Atlantic Region,Total (house and land),60.7,normal,59.7,1.675041876046901
1993-07,1993,7,Atlantic Region,Total (house and land),60.7,normal,59.7,1.675041876046901
1993-08,1993,8,Atlantic Region,Total (house and land),60.8,normal,59.6,2.0134228187919394
1993-09,1993,9,Atlantic Region,Total (house and land),60.7,normal,59.8,1.5050167224080364
1993-10,1993,10,Atlantic Region,Total (house and land),60.7,normal,59.8,1.5050167224080364
1993-11,1993,11,Atlantic Region,Total (house and land),61.0,normal,59.9,1.836393989983308
1993-12,1993,12,Atlantic Region,Total (house and land),61.0,normal,59.8,2.006688963210707
1994-01,1994,1,Atlantic Region,Total (house and land),60.9,normal,59.8,1.8394648829431464
1994-02,1994,2,Atlantic Region,Total (house and land),60.9,normal,59.8,1.8394648829431464
